line_no,line,sentiment,label,score
7277,"“If I am admitted and tolerated here,” he had said one day, “it is",1,POSITIVE,0.98262364
7278,simply because I talk in this way.,0,NEGATIVE,0.99256825
7279,How can anyone possibly receive such,0,NEGATIVE,0.99943095
7280,a man as I am?,1,POSITIVE,0.9960694
7281,I quite understand.,1,POSITIVE,0.9982198
7282,"Now, could I, a Ferdishenko, be",0,NEGATIVE,0.9679369
7283,allowed to sit shoulder to shoulder with a clever man like Afanasy,1,POSITIVE,0.9978051
7284,Ivanovitch?,0,NEGATIVE,0.92160165
7285,"There is one explanation, only one.",0,NEGATIVE,0.99568385
7286,I am given the position,1,POSITIVE,0.9980588
7287,because it is so entirely inconceivable!,0,NEGATIVE,0.9974088
7288,”,0,NEGATIVE,0.977441
7289,"But these vulgarities seemed to please Nastasia Philipovna, although",0,NEGATIVE,0.9905666
7290,too often they were both rude and offensive.,0,NEGATIVE,0.99949354
7291,Those who wished to go to,1,POSITIVE,0.99681675
7292,her house were forced to put up with Ferdishenko.,0,NEGATIVE,0.99817914
7293,Possibly the latter,0,NEGATIVE,0.88573396
7294,was not mistaken in imagining that he was received simply in order to,1,POSITIVE,0.97675824
7295,"annoy Totski, who disliked him extremely.",0,NEGATIVE,0.99822384
7296,Gania also was often made the,0,NEGATIVE,0.9766401
7297,"butt of the jester’s sarcasms, who used this method of keeping in",0,NEGATIVE,0.99773186
7298,Nastasia Philipovna’s good graces.,1,POSITIVE,0.9944731
7299,"“The prince will begin by singing us a fashionable ditty,” remarked",0,NEGATIVE,0.98471254
7300,"Ferdishenko, and looked at the mistress of the house, to see what she",0,NEGATIVE,0.98282206
7301,would say.,0,NEGATIVE,0.9851773
7302,"“I don’t think so, Ferdishenko; please be quiet,” answered Nastasia",0,NEGATIVE,0.9984196
7303,Philipovna dryly.,0,NEGATIVE,0.9970569
7304,"“A-ah! if he is to be under special patronage, I withdraw my claws.”",0,NEGATIVE,0.9964536
7305,But Nastasia Philipovna had now risen and advanced to meet the prince.,1,POSITIVE,0.9939466
7306,"“I was so sorry to have forgotten to ask you to come, when I saw you,”",0,NEGATIVE,0.98666054
7307,"she said, “and I am delighted to be able to thank you personally now,",1,POSITIVE,0.9988733
7308,and to express my pleasure at your resolution.,1,POSITIVE,0.99881524
7309,”,0,NEGATIVE,0.977441
7310,"So saying she gazed into his eyes, longing to see whether she could",1,POSITIVE,0.998364
7311,make any guess as to the explanation of his motive in coming to her,0,NEGATIVE,0.9911537
7312,house.,1,POSITIVE,0.99317527
7313,The prince would very likely have made some reply to her kind,0,NEGATIVE,0.9811291
7314,"words, but he was so dazzled by her appearance that he could not speak.",1,POSITIVE,0.99706244
7315,Nastasia noticed this with satisfaction.,1,POSITIVE,0.99848455
7316,She was in full dress this,1,POSITIVE,0.9968761
7317,evening; and her appearance was certainly calculated to impress all,1,POSITIVE,0.99342215
7318,beholders.,1,POSITIVE,0.9953445
7319,She took his hand and led him towards her other guests.,1,POSITIVE,0.99780947
7320,But,0,NEGATIVE,0.73776484
7321,"just before they reached the drawing-room door, the prince stopped her,",0,NEGATIVE,0.99057525
7322,and hurriedly and in great agitation whispered to her:,1,POSITIVE,0.9935018
7323,“You are altogether perfection; even your pallor and thinness are,1,POSITIVE,0.99866873
7324,perfect; one could not wish you otherwise.,1,POSITIVE,0.9987579
7325,I did so wish to come and,1,POSITIVE,0.9985169
7326,see you.,1,POSITIVE,0.9904902
7327,"I—forgive me, please—”",0,NEGATIVE,0.9914608
7328,"“Don’t apologize,” said Nastasia, laughing; “you spoil the whole",0,NEGATIVE,0.9988329
7329,originality of the thing.,1,POSITIVE,0.99726444
7330,"I think what they say about you must be true,",1,POSITIVE,0.9973459
7331,that you are so original.,1,POSITIVE,0.99866074
7332,"—So you think me perfection, do you?",1,POSITIVE,0.98768485
7333,”,0,NEGATIVE,0.977441
7334,“Yes.”,1,POSITIVE,0.99830514
7335,“H’m!,1,POSITIVE,0.9925362
7336,"Well, you may be a good reader of riddles but you are wrong",0,NEGATIVE,0.9988569
7337,"_there_, at all events.",1,POSITIVE,0.9981134
7338,"I’ll remind you of this, tonight.",0,NEGATIVE,0.9258773
7339,”,0,NEGATIVE,0.977441
7340,"Nastasia introduced the prince to her guests, to most of whom he was",1,POSITIVE,0.9970452
7341,already known.,1,POSITIVE,0.6191278
7342,Totski immediately made some amiable remark.,1,POSITIVE,0.99646646
7343,All seemed to brighten up,1,POSITIVE,0.99856156
7344,"at once, and the conversation became general.",1,POSITIVE,0.9883286
7345,Nastasia made the prince,1,POSITIVE,0.99720955
7346,sit down next to herself.,1,POSITIVE,0.9880119
7347,"“Dear me, there’s nothing so very curious about the prince dropping in,",0,NEGATIVE,0.99872184
7348,"after all,” remarked Ferdishenko.",1,POSITIVE,0.9855987
7349,"“It’s quite a clear case,” said the hitherto silent Gania.",1,POSITIVE,0.9969934
7350,“I have,1,POSITIVE,0.99133164
7351,"watched the prince almost all day, ever since the moment when he first",1,POSITIVE,0.9986055
7352,"saw Nastasia Philipovna’s portrait, at General Epanchin’s.",1,POSITIVE,0.9933267
7353,I remember,1,POSITIVE,0.99192935
7354,"thinking at the time what I am now pretty sure of; and what, I may say",1,POSITIVE,0.9968398
7355,"in passing, the prince confessed to myself.",1,POSITIVE,0.9802389
7356,”,0,NEGATIVE,0.977441
7357,"Gania said all this perfectly seriously, and without the slightest",1,POSITIVE,0.9987669
7358,"appearance of joking; indeed, he seemed strangely gloomy.",0,NEGATIVE,0.99815196
7359,"“I did not confess anything to you,” said the prince, blushing.",0,NEGATIVE,0.99160844
7360,“I only,0,NEGATIVE,0.9880006
7361,answered your question.,1,POSITIVE,0.9981928
7362,”,0,NEGATIVE,0.977441
7363,"“Bravo! That’s frank, at any rate!” shouted Ferdishenko, and there was",1,POSITIVE,0.99833685
7364,general laughter.,1,POSITIVE,0.99849564
7365,"“Oh prince, prince! I never should have thought it of you;” said",0,NEGATIVE,0.99746966
7366,General Epanchin.,1,POSITIVE,0.9723772
7367,“And I imagined you a philosopher!,0,NEGATIVE,0.9927507
7368,"Oh, you silent",0,NEGATIVE,0.9987744
7369,fellows!,1,POSITIVE,0.9969775
7370,”,0,NEGATIVE,0.977441
7371,"“Judging from the fact that the prince blushed at this innocent joke,",1,POSITIVE,0.9936923
7372,"like a young girl, I should think that he must, as an honourable man,",1,POSITIVE,0.9924695
7373,"harbour the noblest intentions,” said the old toothless schoolmaster,",0,NEGATIVE,0.99748427
7374,most unexpectedly; he had not so much as opened his mouth before.,0,NEGATIVE,0.9901722
7375,This,0,NEGATIVE,0.9040123
7376,"remark provoked general mirth, and the old fellow himself laughed",1,POSITIVE,0.99824387
7377,"loudest of the lot, but ended with a stupendous fit of coughing.",0,NEGATIVE,0.9947583
7378,"Nastasia Philipovna, who loved originality and drollery of all kinds,",1,POSITIVE,0.99850655
7379,"was apparently very fond of this old man, and rang the bell for more",1,POSITIVE,0.99799776
7380,tea to stop his coughing.,1,POSITIVE,0.9949579
7381,It was now half-past ten o’clock.,0,NEGATIVE,0.9900206
7382,"“Gentlemen, wouldn’t you like a little champagne now?” she asked.",1,POSITIVE,0.9973921
7383,“I,1,POSITIVE,0.9815758
7384,have it all ready; it will cheer us up—do now—no ceremony!,1,POSITIVE,0.9986436
7385,”,0,NEGATIVE,0.977441
7386,"This invitation to drink, couched, as it was, in such informal terms,",0,NEGATIVE,0.9943582
7387,came very strangely from Nastasia Philipovna.,0,NEGATIVE,0.9959171
7388,Her usual entertainments,1,POSITIVE,0.99863833
7389,were not quite like this; there was more style about them.,0,NEGATIVE,0.98461366
7390,"However, the",0,NEGATIVE,0.9515488
7391,"wine was not refused; each guest took a glass excepting Gania, who",1,POSITIVE,0.9979816
7392,drank nothing.,0,NEGATIVE,0.999474
7393,It was extremely difficult to account for Nastasia’s strange condition,0,NEGATIVE,0.9983644
7394,"of mind, which became more evident each moment, and which none could",1,POSITIVE,0.9962467
7395,avoid noticing.,0,NEGATIVE,0.99863803
7396,"She took her glass, and vowed she would empty it three times that",0,NEGATIVE,0.99943686
7397,evening.,1,POSITIVE,0.99027884
7398,"She was hysterical, and laughed aloud every other minute with",1,POSITIVE,0.9986666
7399,no apparent reason—the next moment relapsing into gloom and,0,NEGATIVE,0.99946284
7400,thoughtfulness.,1,POSITIVE,0.99849355
7401,Some of her guests suspected that she must be ill; but concluded at,1,POSITIVE,0.98490894
7402,"last that she was expecting something, for she continued to look at her",0,NEGATIVE,0.99946547
7403,watch impatiently and unceasingly; she was most absent and strange.,0,NEGATIVE,0.99916434
7404,"“You seem to be a little feverish tonight,” said the actress.",0,NEGATIVE,0.98517025
7405,“Yes; I feel quite ill. I have been obliged to put on this shawl—I feel,0,NEGATIVE,0.9994192
7406,"so cold,” replied Nastasia.",0,NEGATIVE,0.66506577
7407,"She certainly had grown very pale, and",0,NEGATIVE,0.9988949
7408,every now and then she tried to suppress a trembling in her limbs.,0,NEGATIVE,0.9775697
7409,“Had we not better allow our hostess to retire?” asked Totski of the,0,NEGATIVE,0.9994822
7410,general.,0,NEGATIVE,0.8408264
7411,"“Not at all, gentlemen, not at all!",0,NEGATIVE,0.99604917
7412,Your presence is absolutely,1,POSITIVE,0.9978147
7413,"necessary to me tonight,” said Nastasia, significantly.",1,POSITIVE,0.9978886
7414,As most of those present were aware that this evening a certain very,1,POSITIVE,0.9911329
7415,"important decision was to be taken, these words of Nastasia",1,POSITIVE,0.9952876
7416,Philipovna’s appeared to be fraught with much hidden interest.,0,NEGATIVE,0.9603836
7417,The,1,POSITIVE,0.98924834
7418,general and Totski exchanged looks; Gania fidgeted convulsively in his,0,NEGATIVE,0.99747336
7419,chair.,0,NEGATIVE,0.9416825
7420,“Let’s play at some game!” suggested the actress.,1,POSITIVE,0.99747777
7421,"“I know a new and most delightful game, added Ferdishenko.",1,POSITIVE,0.9971372
7422,“What is it?” asked the actress.,0,NEGATIVE,0.97585505
7423,"“Well, when we tried it we were a party of people, like this, for",0,NEGATIVE,0.99262613
7424,"instance; and somebody proposed that each of us, without leaving his",0,NEGATIVE,0.99141717
7425,"place at the table, should relate something about himself.",1,POSITIVE,0.98907745
7426,It had to be,1,POSITIVE,0.9968258
7427,something that he really and honestly considered the very worst action,0,NEGATIVE,0.9990329
7428,he had ever committed in his life.,0,NEGATIVE,0.98642653
7429,But he was to be honest—that was the,1,POSITIVE,0.9943736
7430,chief point!,1,POSITIVE,0.9894335
7431,He wasn’t to be allowed to lie.,0,NEGATIVE,0.99526536
7432,”,0,NEGATIVE,0.977441
7433,“What an extraordinary idea!” said the general.,1,POSITIVE,0.9963794
7434,"“That’s the beauty of it, general!”",1,POSITIVE,0.9957291
7435,"“It’s a funny notion,” said Totski, “and yet quite natural—it’s only a",1,POSITIVE,0.9985582
7436,new way of boasting.,1,POSITIVE,0.9888979
7437,”,0,NEGATIVE,0.977441
7438,“Perhaps that is just what was so fascinating about it.”,1,POSITIVE,0.99686253
7439,"“Why, it would be a game to cry over—not to laugh at!” said the",0,NEGATIVE,0.9952491
7440,actress.,1,POSITIVE,0.9831994
7441,“Did it succeed?” asked Nastasia Philipovna.,1,POSITIVE,0.9977602
7442,"“Come, let’s try it, let’s",1,POSITIVE,0.9982862
7443,try it; we really are not quite so jolly as we might be—let’s try it!,1,POSITIVE,0.99539196
7444,"We may like it; it’s original, at all events!",1,POSITIVE,0.99746007
7445,”,0,NEGATIVE,0.977441
7446,"“Yes,” said Ferdishenko; “it’s a good idea—come along—the men begin.",1,POSITIVE,0.9949237
7447,Of,1,POSITIVE,0.96076787
7448,course no one need tell a story if he prefers to be disobliging.,0,NEGATIVE,0.9981368
7449,We,1,POSITIVE,0.9938011
7450,must draw lots!,1,POSITIVE,0.99743325
7451,"Throw your slips of paper, gentlemen, into this hat,",0,NEGATIVE,0.99935246
7452,and the prince shall draw for turns.,1,POSITIVE,0.995994
7453,It’s a very simple game; all you,1,POSITIVE,0.99878883
7454,have to do is to tell the story of the worst action of your life.,0,NEGATIVE,0.99276346
7455,It’s,1,POSITIVE,0.99402934
7456,as simple as anything.,1,POSITIVE,0.9974299
7457,I’ll prompt anyone who forgets the rules!,0,NEGATIVE,0.9938637
7458,”,0,NEGATIVE,0.977441
7459,No one liked the idea much.,0,NEGATIVE,0.99926966
7460,"Some smiled, some frowned; some objected,",0,NEGATIVE,0.99647295
7461,"but faintly, not wishing to oppose Nastasia’s wishes; for this new idea",1,POSITIVE,0.9980111
7462,seemed to be rather well received by her.,1,POSITIVE,0.9981447
7463,"She was still in an excited,",1,POSITIVE,0.99754065
7464,"hysterical state, laughing convulsively at nothing and everything.",1,POSITIVE,0.9959391
7465,Her,1,POSITIVE,0.9740254
7466,"eyes were blazing, and her cheeks showed two bright red spots against",1,POSITIVE,0.8699854
7467,the white.,1,POSITIVE,0.95793366
7468,The melancholy appearance of some of her guests seemed to,0,NEGATIVE,0.99716765
7469,"add to her sarcastic humour, and perhaps the very cynicism and cruelty",1,POSITIVE,0.9975685
7470,of the game proposed by Ferdishenko pleased her.,1,POSITIVE,0.9984514
7471,At all events she was,1,POSITIVE,0.99865067
7472,"attracted by the idea, and gradually her guests came round to her side;",1,POSITIVE,0.9987749
7473,"the thing was original, at least, and might turn out to be amusing.",1,POSITIVE,0.97867507
7474,“And supposing it’s something that one—one can’t speak about before,0,NEGATIVE,0.9953489
7475,ladies?,1,POSITIVE,0.8408591
7476,” asked the timid and silent young man.,0,NEGATIVE,0.99200344
7477,"“Why, then of course, you won’t say anything about it.",0,NEGATIVE,0.9993453
7478,As if there are,1,POSITIVE,0.96759063
7479,not plenty of sins to your score without the need of those!,0,NEGATIVE,0.99400777
7480,” said,1,POSITIVE,0.96825784
7481,Ferdishenko.,1,POSITIVE,0.7212919
7482,"“But I really don’t know which of my actions is the worst,” said the",0,NEGATIVE,0.99944353
7483,lively actress.,1,POSITIVE,0.9985212
7484,“Ladies are exempted if they like.”,0,NEGATIVE,0.99101347
7485,“And how are you to know that one isn’t lying?,0,NEGATIVE,0.9993174
7486,And if one lies the,0,NEGATIVE,0.994074
7487,"whole point of the game is lost,” said Gania.",0,NEGATIVE,0.99946815
7488,"“Oh, but think how delightful to hear how one’s friends lie!",1,POSITIVE,0.98079425
7489,Besides,1,POSITIVE,0.9944361
7490,"you needn’t be afraid, Gania; everybody knows what your worst action is",1,POSITIVE,0.984004
7491,without the need of any lying on your part.,1,POSITIVE,0.99719566
7492,"Only think, gentlemen,”—and",1,POSITIVE,0.99313587
7493,"Ferdishenko here grew quite enthusiastic, “only think with what eyes we",1,POSITIVE,0.9967344
7494,"shall observe one another tomorrow, after our tales have been told!",1,POSITIVE,0.9945715
7495,”,0,NEGATIVE,0.977441
7496,"“But surely this is a joke, Nastasia Philipovna?” asked Totski.",0,NEGATIVE,0.998545
7497,“You,0,NEGATIVE,0.9972401
7498,don’t really mean us to play this game.,0,NEGATIVE,0.99946934
7499,”,0,NEGATIVE,0.977441
7500,"“Whoever is afraid of wolves had better not go into the wood,” said",0,NEGATIVE,0.99814016
7501,"Nastasia, smiling.",1,POSITIVE,0.9986604
7502,"“But, pardon me, Mr. Ferdishenko, is it possible to make a game out of",0,NEGATIVE,0.9943087
7503,this kind of thing?,0,NEGATIVE,0.99783903
7504,"” persisted Totski, growing more and more uneasy.",0,NEGATIVE,0.9976611
7505,“I,1,POSITIVE,0.9815758
7506,assure you it can’t be a success.,0,NEGATIVE,0.9993667
7507,”,0,NEGATIVE,0.977441
7508,“And why not?,1,POSITIVE,0.99860984
7509,"Why, the last time I simply told straight off about how I",0,NEGATIVE,0.9990251
7510,stole three roubles.,0,NEGATIVE,0.99829155
7511,”,0,NEGATIVE,0.977441
7512,“Perhaps so; but it is hardly possible that you told it so that it,0,NEGATIVE,0.9974482
7513,"seemed like truth, or so that you were believed.",1,POSITIVE,0.80608064
7514,"And, as Gavrila",1,POSITIVE,0.9954097
