,line_no,line,sentiment
7322,7322,and hurriedly and in great agitation whispered to her:,0.4767
7323,7323,“You are altogether perfection; even your pallor and thinness are,0.5719
7324,7324,perfect; one could not wish you otherwise.,0.3489
7325,7325,I did so wish to come and,0.541
7326,7326,see you.,0.0
7327,7327,"I—forgive me, please—”",0.0
7328,7328,"“Don’t apologize,” said Nastasia, laughing; “you spoil the whole",0.4939
7329,7329,originality of the thing.,0.0
7330,7330,"I think what they say about you must be true,",0.4215
7331,7331,that you are so original.,0.4572
7332,7332,"—So you think me perfection, do you?",0.5719
7333,7333,”,0.0
7334,7334,“Yes.”,0.0
7335,7335,“H’m!,0.0
7336,7336,"Well, you may be a good reader of riddles but you are wrong",-0.3919
7337,7337,"_there_, at all events.",0.0
7338,7338,"I’ll remind you of this, tonight.",0.0
7339,7339,”,0.0
7340,7340,"Nastasia introduced the prince to her guests, to most of whom he was",0.0
7341,7341,already known.,0.0
7342,7342,Totski immediately made some amiable remark.,0.0
7343,7343,All seemed to brighten up,0.4404
7344,7344,"at once, and the conversation became general.",0.0
7345,7345,Nastasia made the prince,0.0
7346,7346,sit down next to herself.,0.0
7347,7347,"“Dear me, there’s nothing so very curious about the prince dropping in,",-0.3367
7348,7348,"after all,” remarked Ferdishenko.",0.0
7349,7349,"“It’s quite a clear case,” said the hitherto silent Gania.",0.4364
7350,7350,“I have,0.0
7351,7351,"watched the prince almost all day, ever since the moment when he first",0.0
7352,7352,"saw Nastasia Philipovna’s portrait, at General Epanchin’s.",0.0
7353,7353,I remember,0.0
7354,7354,"thinking at the time what I am now pretty sure of; and what, I may say",0.6705
7355,7355,"in passing, the prince confessed to myself.",0.0
7356,7356,”,0.0
7357,7357,"Gania said all this perfectly seriously, and without the slightest",0.6486
7358,7358,"appearance of joking; indeed, he seemed strangely gloomy.",-0.2263
7359,7359,"“I did not confess anything to you,” said the prince, blushing.",0.0
7360,7360,“I only,0.0
7361,7361,answered your question.,0.0
7362,7362,”,0.0
7363,7363,"“Bravo! That’s frank, at any rate!” shouted Ferdishenko, and there was",0.0
7364,7364,general laughter.,0.4939
7365,7365,"“Oh prince, prince! I never should have thought it of you;” said",0.0
7366,7366,General Epanchin.,0.0
7367,7367,“And I imagined you a philosopher!,0.0
7368,7368,"Oh, you silent",0.0
7369,7369,fellows!,0.0
7370,7370,”,0.0
7371,7371,"“Judging from the fact that the prince blushed at this innocent joke,",0.6059
7372,7372,"like a young girl, I should think that he must, as an honourable man,",0.6808
7373,7373,"harbour the noblest intentions,” said the old toothless schoolmaster,",-0.34
7374,7374,most unexpectedly; he had not so much as opened his mouth before.,0.0
7375,7375,This,0.0
7376,7376,"remark provoked general mirth, and the old fellow himself laughed",0.6705
7377,7377,"loudest of the lot, but ended with a stupendous fit of coughing.",0.5023
7378,7378,"Nastasia Philipovna, who loved originality and drollery of all kinds,",0.5994
7379,7379,"was apparently very fond of this old man, and rang the bell for more",0.4927
7380,7380,tea to stop his coughing.,-0.296
7381,7381,It was now half-past ten o’clock.,0.0
7382,7382,"“Gentlemen, wouldn’t you like a little champagne now?” she asked.",0.5279
7383,7383,“I,0.0
7384,7384,have it all ready; it will cheer us up—do now—no ceremony!,0.7263
7385,7385,”,0.0
7386,7386,"This invitation to drink, couched, as it was, in such informal terms,",0.0
7387,7387,came very strangely from Nastasia Philipovna.,-0.3597
7388,7388,Her usual entertainments,0.5106
7389,7389,were not quite like this; there was more style about them.,-0.3241
7390,7390,"However, the",0.0
7391,7391,"wine was not refused; each guest took a glass excepting Gania, who",0.2235
7392,7392,drank nothing.,0.0
7393,7393,It was extremely difficult to account for Nastasia’s strange condition,-0.5563
7394,7394,"of mind, which became more evident each moment, and which none could",0.0
7395,7395,avoid noticing.,-0.296
7396,7396,"She took her glass, and vowed she would empty it three times that",-0.2023
7397,7397,evening.,0.0
7398,7398,"She was hysterical, and laughed aloud every other minute with",0.4404
7399,7399,no apparent reason—the next moment relapsing into gloom and,-0.7003
7400,7400,thoughtfulness.,0.4404
7401,7401,Some of her guests suspected that she must be ill; but concluded at,-0.3291
7402,7402,"last that she was expecting something, for she continued to look at her",0.0
7403,7403,watch impatiently and unceasingly; she was most absent and strange.,-0.5809
7404,7404,"“You seem to be a little feverish tonight,” said the actress.",0.0
7405,7405,“Yes; I feel quite ill. I have been obliged to put on this shawl—I feel,-0.4754
7406,7406,"so cold,” replied Nastasia.",0.0
7407,7407,"She certainly had grown very pale, and",0.34
7408,7408,every now and then she tried to suppress a trembling in her limbs.,-0.3612
7409,7409,“Had we not better allow our hostess to retire?” asked Totski of the,-0.4717
7410,7410,general.,0.0
7411,7411,"“Not at all, gentlemen, not at all!",0.0
7412,7412,Your presence is absolutely,0.0
7413,7413,"necessary to me tonight,” said Nastasia, significantly.",0.0
7414,7414,As most of those present were aware that this evening a certain very,0.2732
7415,7415,"important decision was to be taken, these words of Nastasia",0.2023
7416,7416,Philipovna’s appeared to be fraught with much hidden interest.,0.4588
7417,7417,The,0.0
7418,7418,general and Totski exchanged looks; Gania fidgeted convulsively in his,0.0
7419,7419,chair.,0.0
7420,7420,“Let’s play at some game!” suggested the actress.,0.4003
7421,7421,"“I know a new and most delightful game, added Ferdishenko.",0.624
7422,7422,“What is it?” asked the actress.,0.0
7423,7423,"“Well, when we tried it we were a party of people, like this, for",0.6369
7424,7424,"instance; and somebody proposed that each of us, without leaving his",0.0
7425,7425,"place at the table, should relate something about himself.",0.0
7426,7426,It had to be,0.0
7427,7427,something that he really and honestly considered the very worst action,-0.2766
7428,7428,he had ever committed in his life.,0.2732
7429,7429,But he was to be honest—that was the,0.0
7430,7430,chief point!,0.0
7431,7431,He wasn’t to be allowed to lie.,0.0
7432,7432,”,0.0
7433,7433,“What an extraordinary idea!” said the general.,0.0
7434,7434,"“That’s the beauty of it, general!”",0.6239
7435,7435,"“It’s a funny notion,” said Totski, “and yet quite natural—it’s only a",0.4404
7436,7436,new way of boasting.,0.0
7437,7437,”,0.0
7438,7438,“Perhaps that is just what was so fascinating about it.”,0.6696
7439,7439,"“Why, it would be a game to cry over—not to laugh at!” said the",0.2003
7440,7440,actress.,0.0
7441,7441,“Did it succeed?” asked Nastasia Philipovna.,0.0
7442,7442,"“Come, let’s try it, let’s",0.0
7443,7443,try it; we really are not quite so jolly as we might be—let’s try it!,0.7079
7444,7444,"We may like it; it’s original, at all events!",0.6239
7445,7445,”,0.0
7446,7446,"“Yes,” said Ferdishenko; “it’s a good idea—come along—the men begin.",0.4404
7447,7447,Of,0.0
7448,7448,course no one need tell a story if he prefers to be disobliging.,-0.296
7449,7449,We,0.0
7450,7450,must draw lots!,0.0
7451,7451,"Throw your slips of paper, gentlemen, into this hat,",0.0
7452,7452,and the prince shall draw for turns.,0.0
7453,7453,It’s a very simple game; all you,0.0
7454,7454,have to do is to tell the story of the worst action of your life.,-0.6249
7455,7455,It’s,0.0
7456,7456,as simple as anything.,0.0
7457,7457,I’ll prompt anyone who forgets the rules!,0.0
7458,7458,”,0.0
7459,7459,No one liked the idea much.,-0.5472
7460,7460,"Some smiled, some frowned; some objected,",0.5423
7461,7461,"but faintly, not wishing to oppose Nastasia’s wishes; for this new idea",-0.0256
7462,7462,seemed to be rather well received by her.,0.2732
7463,7463,"She was still in an excited,",0.34
7464,7464,"hysterical state, laughing convulsively at nothing and everything.",0.4767
7465,7465,Her,0.0
7466,7466,"eyes were blazing, and her cheeks showed two bright red spots against",0.4404
7467,7467,the white.,0.0
7468,7468,The melancholy appearance of some of her guests seemed to,-0.4404
7469,7469,"add to her sarcastic humour, and perhaps the very cynicism and cruelty",-0.7233
7470,7470,of the game proposed by Ferdishenko pleased her.,0.4404
7471,7471,At all events she was,0.0
7472,7472,"attracted by the idea, and gradually her guests came round to her side;",0.4215
7473,7473,"the thing was original, at least, and might turn out to be amusing.",0.5994
7474,7474,“And supposing it’s something that one—one can’t speak about before,0.0
7475,7475,ladies?,0.0
7476,7476,” asked the timid and silent young man.,-0.25
7477,7477,"“Why, then of course, you won’t say anything about it.",0.0
7478,7478,As if there are,0.0
7479,7479,not plenty of sins to your score without the need of those!,0.416
7480,7480,” said,0.0
7481,7481,Ferdishenko.,0.0
7482,7482,"“But I really don’t know which of my actions is the worst,” said the",0.0
7483,7483,lively actress.,0.4404
7484,7484,“Ladies are exempted if they like.”,0.0
7485,7485,“And how are you to know that one isn’t lying?,-0.5267
7486,7486,And if one lies the,-0.4215
7487,7487,"whole point of the game is lost,” said Gania.",0.0
7488,7488,"“Oh, but think how delightful to hear how one’s friends lie!",0.892
7489,7489,Besides,0.0
7490,7490,"you needn’t be afraid, Gania; everybody knows what your worst action is",-0.6249
7491,7491,without the need of any lying on your part.,-0.5267
7492,7492,"Only think, gentlemen,”—and",0.0
7493,7493,"Ferdishenko here grew quite enthusiastic, “only think with what eyes we",0.5413
7494,7494,"shall observe one another tomorrow, after our tales have been told!",0.0
7495,7495,”,0.0
7496,7496,"“But surely this is a joke, Nastasia Philipovna?” asked Totski.",0.6249
7497,7497,“You,0.0
7498,7498,don’t really mean us to play this game.,0.34
7499,7499,”,0.0
7500,7500,"“Whoever is afraid of wolves had better not go into the wood,” said",0.4404
7501,7501,"Nastasia, smiling.",0.4588
7502,7502,"“But, pardon me, Mr. Ferdishenko, is it possible to make a game out of",0.3182
7503,7503,this kind of thing?,0.0
7504,7504,"” persisted Totski, growing more and more uneasy.",-0.352
7505,7505,“I,0.0
7506,7506,assure you it can’t be a success.,0.7269
7507,7507,”,0.0
7508,7508,“And why not?,0.0
7509,7509,"Why, the last time I simply told straight off about how I",0.2263
7510,7510,stole three roubles.,0.0
7511,7511,”,0.0
7512,7512,“Perhaps so; but it is hardly possible that you told it so that it,0.0
7513,7513,"seemed like truth, or so that you were believed.",0.5859
7514,7514,"And, as Gavrila",0.0
7515,7515,"Ardalionovitch has said, the least suggestion of a falsehood takes all",0.0
7516,7516,point out of the game.,0.0
7517,7517,"It seems to me that sincerity, on the other",0.0
7518,7518,"hand, is only possible if combined with a kind of bad taste that would",-0.1513
7519,7519,be utterly out of place here.,0.0
7520,7520,”,0.0
7521,7521,"“How subtle you are, Afanasy Ivanovitch! You astonish me,” cried",-0.4389
7522,7522,Ferdishenko.,0.0
7523,7523,"“You will remark, gentlemen, that in saying that I could",0.0
7524,7524,"not recount the story of my theft so as to be believed, Afanasy",0.0
7525,7525,Ivanovitch has very ingeniously implied that I am not capable of,-0.2924
7526,7526,thieving—(it would have been bad taste to say so openly); and all the,-0.5423
7527,7527,"time he is probably firmly convinced, in his own mind, that I am very",0.4019
7528,7528,well capable of it!,0.6114
7529,7529,"But now, gentlemen, to business!",0.0
7530,7530,"Put in your slips,",0.0
7531,7531,"ladies and gentlemen—is yours in, Mr. Totski?",0.0
7532,7532,So—then we are all ready;,0.3612
7533,7533,"now prince, draw, please.",0.3182
7534,7534,” The prince silently put his hand into the,0.4939
7535,7535,"hat, and drew the names.",0.0
7536,7536,"Ferdishenko was first, then Ptitsin, then the",0.0
7537,7537,"general, Totski next, his own fifth, then Gania, and so on; the ladies",0.0
7538,7538,did not draw.,0.0
7539,7539,"“Oh, dear! oh, dear!” cried Ferdishenko.",0.0
7540,7540,“I did so hope the prince,0.5777
7541,7541,"would come out first, and then the general.",0.0
7542,7542,"Well, gentlemen, I suppose",0.2732
7543,7543,I must set a good example!,0.4926
7544,7544,What vexes me much is that I am such an,0.0
7545,7545,insignificant creature that it matters nothing to anybody whether I,-0.3182
7546,7546,have done bad actions or not!,-0.5848
7547,7547,"Besides, which am I to choose?",0.0
7548,7548,It’s an,0.0
7549,7549,_embarras de richesse_.,0.0
7550,7550,Shall I tell how I became a thief on one,-0.5267
7551,7551,"occasion only, to convince Afanasy Ivanovitch that it is possible to",0.25
7552,7552,steal without being a thief?,-0.1088
7553,7553,”,0.0
7554,7554,"“Do go on, Ferdishenko, and don’t make unnecessary preface, or you’ll",0.0
7555,7555,"never finish,” said Nastasia Philipovna.",0.0
7556,7556,All observed how irritable and,-0.4767
7557,7557,cross she had become since her last burst of laughter; but none the,0.2732
7558,7558,less obstinately did she stick to her absurd whim about this new game.,0.0
7559,7559,Totski sat looking miserable enough.,-0.4939
