line_no,line,sentiment,label,score
1239,"learn to avoid doing that, for I hate disturbing people.",0,1 star,0.27069682
1240,"Besides, you",2,3 stars,0.27890372
1241,"and I are so differently constituted, I should think, that there must",4,5 stars,0.35304642
1242,be very little in common between us.,1,2 stars,0.4057303
1243,Not that I will ever believe there,0,1 star,0.4188852
1244,"is _nothing_ in common between any two people, as some declare is the",0,1 star,0.351115
1245,case.,2,3 stars,0.2506062
1246,I am sure people make a great mistake in sorting each other into,3,4 stars,0.25811213
1247,"groups, by appearances; but I am boring you, I see, you—”",2,3 stars,0.4553638
1248,“Just two words: have you any means at all?,0,1 star,0.5170225
1249,Or perhaps you may be,2,3 stars,0.40918037
1250,intending to undertake some sort of employment?,2,3 stars,0.39684
1251,Excuse my questioning,0,1 star,0.29097497
1252,"you, but—”",2,3 stars,0.36998507
1253,"“Oh, my dear sir, I esteem and understand your kindness in putting the",4,5 stars,0.7467559
1254,question.,0,1 star,0.34208736
1255,"No; at present I have no means whatever, and no employment",0,1 star,0.7117021
1256,"either, but I hope to find some.",2,3 stars,0.6731022
1257,I was living on other people abroad.,1,2 stars,0.3064363
1258,"Schneider, the professor who treated me and taught me, too, in",4,5 stars,0.5145674
1259,"Switzerland, gave me just enough money for my journey, so that now I",4,5 stars,0.2725396
1260,have but a few copecks left.,2,3 stars,0.4809532
1261,There certainly is one question upon which,2,3 stars,0.29630595
1262,"I am anxious to have advice, but—”",2,3 stars,0.35143703
1263,"“Tell me, how do you intend to live now, and what are your plans?”",4,5 stars,0.47682926
1264,interrupted the general.,0,1 star,0.46175832
1265,"“I wish to work, somehow or other.”",3,4 stars,0.28772795
1266,"“Oh yes, but then, you see, you are a philosopher.",2,3 stars,0.27390942
1267,Have you any,0,1 star,0.26147482
1268,"talents, or ability in any direction—that is, any that would bring in",4,5 stars,0.47219232
1269,money and bread?,0,1 star,0.38940656
1270,Excuse me again—”,4,5 stars,0.54356074
1271,"“Oh, don’t apologize.",0,1 star,0.5576991
1272,"No, I don’t think I have either talents or",0,1 star,0.3837407
1273,special abilities of any kind; on the contrary.,2,3 stars,0.30953658
1274,I have always been an,4,5 stars,0.48170328
1275,invalid and unable to learn much.,0,1 star,0.66481996
1276,"As for bread, I should think—”",3,4 stars,0.36384398
1277,The general interrupted once more with questions; while the prince,1,2 stars,0.35726312
1278,again replied with the narrative we have heard before.,4,5 stars,0.4613006
1279,It appeared that,2,3 stars,0.3000317
1280,the general had known Pavlicheff; but why the latter had taken an,1,2 stars,0.297268
1281,"interest in the prince, that young gentleman could not explain;",2,3 stars,0.3227393
1282,"probably by virtue of the old friendship with his father, he thought.",2,3 stars,0.45169052
1283,"The prince had been left an orphan when quite a little child, and",3,4 stars,0.27466577
1284,"Pavlicheff had entrusted him to an old lady, a relative of his own,",2,3 stars,0.2586458
1285,"living in the country, the child needing the fresh air and exercise of",3,4 stars,0.40208092
1286,country life.,4,5 stars,0.35270184
1287,"He was educated, first by a governess, and afterwards by",3,4 stars,0.30498663
1288,"a tutor, but could not remember much about this time of his life.",2,3 stars,0.6170156
1289,His,4,5 stars,0.32745382
1290,"fits were so frequent then, that they made almost an idiot of him",1,2 stars,0.3907936
1291,(the,3,4 stars,0.22477518
1292,prince used the expression “idiot” himself).,4,5 stars,0.2767537
1293,Pavlicheff had met,2,3 stars,0.24643515
1294,"Professor Schneider in Berlin, and the latter had persuaded him to send",2,3 stars,0.2598526
1295,"the boy to Switzerland, to Schneider’s establishment there, for the",4,5 stars,0.27595899
1296,"cure of his epilepsy, and, five years before this time, the prince was",4,5 stars,0.4416926
1297,sent off.,0,1 star,0.67587274
1298,"But Pavlicheff had died two or three years since, and",2,3 stars,0.34678143
1299,"Schneider had himself supported the young fellow, from that day to",3,4 stars,0.34958172
1300,"this, at his own expense.",4,5 stars,0.5103481
1301,"Although he had not quite cured him, he had",2,3 stars,0.46156356
1302,"greatly improved his condition; and now, at last, at the prince’s own",4,5 stars,0.5052507
1303,"desire, and because of a certain matter which came to the ears of the",2,3 stars,0.31789446
1304,"latter, Schneider had despatched the young man to Russia.",1,2 stars,0.3132267
1305,The general was much astonished.,3,4 stars,0.29416358
1306,"“Then you have no one, absolutely _no_ one in Russia?” he asked.",0,1 star,0.71182406
1307,"“No one, at present; but I hope to make friends; and then I have a",3,4 stars,0.38605392
1308,letter from—”,4,5 stars,0.337366
1309,"“At all events,” put in the general, not listening to the news about",0,1 star,0.4836441
1310,"the letter, “at all events, you must have learned _something_, and your",4,5 stars,0.63259995
1311,"malady would not prevent your undertaking some easy work, in one of the",1,2 stars,0.48008043
1312,"departments, for instance?",2,3 stars,0.3725192
1313,”,4,5 stars,0.30857787
1314,"“Oh dear no, oh no!",0,1 star,0.65367866
1315,"As for a situation, I should much like to find one",3,4 stars,0.38445532
1316,for I am anxious to discover what I really am fit for.,3,4 stars,0.4104481
1317,I have learned a,4,5 stars,0.33734328
1318,"good deal in the last four years, and, besides, I read a great many",4,5 stars,0.5748124
1319,Russian books.,4,5 stars,0.28282747
1320,”,4,5 stars,0.30857787
1321,"“Russian books, indeed?",0,1 star,0.33837944
1322,"Then, of course, you can read and write quite",2,3 stars,0.39966363
1323,correctly?,2,3 stars,0.39593413
1324,”,4,5 stars,0.30857787
1325,"“Oh dear, yes!”",4,5 stars,0.5378216
1326,“Capital! And your handwriting?”,0,1 star,0.27281114
1327,"“Ah, there I am _really_ talented!",4,5 stars,0.7444199
1328,I may say I am a real caligraphist.,2,3 stars,0.2574559
1329,"Let me write you something, just to show you,” said the prince, with",0,1 star,0.29141012
1330,some excitement.,2,3 stars,0.59965485
1331,“With pleasure!,4,5 stars,0.7330297
1332,"In fact, it is very necessary.",4,5 stars,0.45306438
1333,"I like your readiness,",3,4 stars,0.49188986
1334,"prince; in fact, I must say—I—I—like you very well, altogether,” said",4,5 stars,0.6034326
1335,the general.,4,5 stars,0.3311206
1336,"“What delightful writing materials you have here, such a lot of pencils",4,5 stars,0.73467904
1337,"and things, and what beautiful paper!",4,5 stars,0.8964029
1338,It’s a charming room altogether.,4,5 stars,0.6182239
1339,"I know that picture, it’s a Swiss view.",2,3 stars,0.27610072
1340,I’m sure the artist painted it,2,3 stars,0.31150568
1341,"from nature, and that I have seen the very place—”",4,5 stars,0.5619297
1342,"“Quite likely, though I bought it here.",2,3 stars,0.43058762
1343,"Gania, give the prince some",2,3 stars,0.40194908
1344,paper.,3,4 stars,0.25555924
1345,"Here are pens and paper; now then, take this table.",4,5 stars,0.35139075
1346,What’s,4,5 stars,0.31033412
1347,this?,0,1 star,0.44573265
1348,"” the general continued to Gania, who had that moment taken a",3,4 stars,0.28380892
1349,"large photograph out of his portfolio, and shown it to his senior.",4,5 stars,0.4995452
1350,“Halloa! Nastasia Philipovna! Did she send it you herself? Herself?” he,0,1 star,0.47517565
1351,"inquired, with much curiosity and great animation.",4,5 stars,0.6068865
1352,"“She gave it me just now, when I called in to congratulate her.",4,5 stars,0.51847774
1353,I asked,1,2 stars,0.28413936
1354,her for it long ago.,4,5 stars,0.42732662
1355,I don’t know whether she meant it for a hint that,2,3 stars,0.39945945
1356,"I had come empty-handed, without a present for her birthday, or what,”",0,1 star,0.50499123
1357,"added Gania, with an unpleasant smile.",3,4 stars,0.28930846
1358,"“Oh, nonsense, nonsense,” said the general, with decision.",0,1 star,0.5569104
1359,“What,4,5 stars,0.36596078
1360,"extraordinary ideas you have, Gania!",4,5 stars,0.85526985
1361,As if she would hint; that’s not,2,3 stars,0.3328928
1362,her way at all.,0,1 star,0.6427382
1363,"Besides, what could _you_ give her, without having",4,5 stars,0.46094018
1364,thousands at your disposal?,0,1 star,0.40881485
1365,"You might have given her your portrait,",2,3 stars,0.32342735
1366,however.,2,3 stars,0.4794396
1367,Has she ever asked you for it?,4,5 stars,0.23537652
1368,”,4,5 stars,0.30857787
1369,"“No, not yet.",0,1 star,0.59999627
1370,Very likely she never will.,1,2 stars,0.40460703
1371,I suppose you haven’t,0,1 star,0.27210516
1372,"forgotten about tonight, have you, Ivan Fedorovitch?",0,1 star,0.2881265
1373,You were one of,4,5 stars,0.30874303
1374,"those specially invited, you know.",4,5 stars,0.43894145
1375,”,4,5 stars,0.30857787
1376,"“Oh no, I remember all right, and I shall go, of course.",0,1 star,0.24480379
1377,I should think,2,3 stars,0.3227341
1378,so!,2,3 stars,0.63678795
1379,She’s twenty-five years old today!,4,5 stars,0.59676826
1380,"And, you know, Gania, you must",4,5 stars,0.668139
1381,be ready for great things; she has promised both myself and Afanasy,4,5 stars,0.70960695
1382,"Ivanovitch that she will give a decided answer tonight, yes or no.",4,5 stars,0.22381838
1383,So,2,3 stars,0.5359367
1384,be prepared!,4,5 stars,0.49695876
1385,”,4,5 stars,0.30857787
1386,Gania suddenly became so ill at ease that his face grew paler than,1,2 stars,0.48099214
1387,ever.,4,5 stars,0.7459718
1388,"“Are you sure she said that?” he asked, and his voice seemed to quiver",1,2 stars,0.33224434
1389,as he spoke.,4,5 stars,0.45944378
1390,"“Yes, she promised.",4,5 stars,0.46829286
1391,We both worried her so that she gave in; but she,2,3 stars,0.40189025
1392,wished us to tell you nothing about it until the day.,1,2 stars,0.25742438
1393,”,4,5 stars,0.30857787
1394,"The general watched Gania’s confusion intently, and clearly did not",0,1 star,0.49296632
1395,like it.,3,4 stars,0.4883126
1396,"“Remember, Ivan Fedorovitch,” said Gania, in great agitation, “that I",4,5 stars,0.41033295
1397,"was to be free too, until her decision; and that even then I was to",1,2 stars,0.29064983
1398,have my ‘yes or no’ free.,4,5 stars,0.60011744
1399,”,4,5 stars,0.30857787
1400,"“Why, don’t you, aren’t you—” began the general, in alarm.",0,1 star,0.52152604
1401,"“Oh, don’t misunderstand—”",4,5 stars,0.27913526
1402,"“But, my dear fellow, what are you doing, what do you mean?”",2,3 stars,0.29000422
1403,"“Oh, I’m not rejecting her.",0,1 star,0.40036875
1404,"I may have expressed myself badly, but I",2,3 stars,0.3943845
1405,didn’t mean that.,1,2 stars,0.34176463
1406,”,4,5 stars,0.30857787
1407,"“Reject her! I should think not!” said the general with annoyance, and",0,1 star,0.7636535
1408,apparently not in the least anxious to conceal it.,2,3 stars,0.4197301
1409,"“Why, my dear",4,5 stars,0.41332301
1410,"fellow, it’s not a question of your rejecting her, it is whether you",2,3 stars,0.276557
1411,"are prepared to receive her consent joyfully, and with proper",4,5 stars,0.66655034
1412,satisfaction.,4,5 stars,0.4713818
1413,How are things going on at home?,2,3 stars,0.26039362
1414,”,4,5 stars,0.30857787
1415,“At home?,0,1 star,0.27600968
1416,"Oh, I can do as I like there, of course; only my father will",3,4 stars,0.44777876
1417,"make a fool of himself, as usual.",4,5 stars,0.55581796
1418,He is rapidly becoming a general,3,4 stars,0.3157532
1419,nuisance.,0,1 star,0.6522198
1420,"I don’t ever talk to him now, but I hold him in check, safe",3,4 stars,0.4311293
1421,enough.,2,3 stars,0.396052
1422,"I swear if it had not been for my mother, I should have shown",1,2 stars,0.289298
1423,"him the way out, long ago.",4,5 stars,0.41173935
1424,"My mother is always crying, of course, and",4,5 stars,0.35269096
1425,my sister sulks.,4,5 stars,0.3210655
1426,I had to tell them at last that I intended to be,2,3 stars,0.36939082
1427,"master of my own destiny, and that I expect to be obeyed at home.",4,5 stars,0.8961615
1428,At,3,4 stars,0.27141726
1429,"least, I gave my sister to understand as much, and my mother was",1,2 stars,0.4305426
1430,present.,4,5 stars,0.45739582
1431,”,4,5 stars,0.30857787
1432,"“Well, I must say, I cannot understand it!” said the general, shrugging",0,1 star,0.3639043
1433,his shoulders and dropping his hands.,1,2 stars,0.4144938
1434,"“You remember your mother, Nina",4,5 stars,0.5481217
1435,"Alexandrovna, that day she came and sat here and groaned—and when I",4,5 stars,0.434266
1436,"asked her what was the matter, she says, ‘Oh, it’s such a _dishonour_",0,1 star,0.6586286
1437,to us!,4,5 stars,0.6375229
1438,’ dishonour!,0,1 star,0.771851
1439,Stuff and nonsense!,0,1 star,0.36239862
1440,I should like to know who can,2,3 stars,0.31334978
1441,"reproach Nastasia Philipovna, or who can say a word of any kind against",0,1 star,0.6722167
1442,her.,4,5 stars,0.31390423
1443,Did she mean because Nastasia had been living with Totski?,1,2 stars,0.3051576
1444,What,4,5 stars,0.2179407
1445,nonsense it is!,0,1 star,0.6832299
